A,B,mean(A),mean(B),diff,se,T,df,pval,hedges
Cadillac,Infiniti,51441.4168190128,45525.69031377899,5915.726505233804,724.9360069129751,8.160343049347192,863.1832385389962,1.0472733791289102e-12,0.46080030539098854
Cadillac,Jaguar,51441.4168190128,54111.72839506173,-2670.311576048931,1369.1916425346699,-1.9502832862064559,256.14074514940216,0.9943562138858553,-0.1742643416617134
Cadillac,Jeep,51441.4168190128,32334.428873985176,19106.98794502762,652.8793445849556,29.265725900969034,605.2492041461852,0.0,1.3664830795746916
Cadillac,Kia,51441.4168190128,24375.759197324416,27065.65762168838,664.1165635230221,40.754378234612616,646.4585312119993,5.062616992290714e-13,2.0357674452206482
Cadillac,Land Rover,51441.4168190128,54504.444444444445,-3063.0276254316486,1254.2094312339984,-2.4421978890861795,460.4412761546098,0.8894278173765289,-0.18147481832239298
Cadillac,Lexus,51441.4168190128,42882.28562005277,8559.131198960029,674.9461023894431,12.681206941797287,687.7894285861898,3.115285807098189e-13,0.6322791369069919
Cadillac,Lincoln,51441.4168190128,45021.70731707317,6419.709501939629,934.1123008672449,6.872524316379805,714.7188915340844,9.126761124633731e-09,0.5004640811736516
Cadillac,Mazda,51441.4168190128,27183.67381489842,24257.743004114378,668.5482289665856,36.28420800936232,661.4007503926377,0.0,1.9719799818039496
Cadillac,Mercedes-Benz,51441.4168190128,46790.56814159292,4650.8486774198755,767.2509197901463,6.061704922676334,1050.1334174883177,1.2315883662905591e-06,0.31559775495802045
Cadillac,Mercury,51441.4168190128,29900.0,21541.416819012797,,,,,
Cadillac,Mini,51441.4168190128,25813.031914893618,25628.38490411918,763.1224578812863,33.58358103530745,723.5277621870505,9.50350909079134e-14,2.836307667537478
Cadillac,Mitsubishi,51441.4168190128,21892.91891891892,29548.497900093877,723.2107319576354,40.85738304810552,772.2026794138699,0.0,3.0788539024289383
Cadillac,Nissan,51441.4168190128,26456.463001383127,24984.95381762967,654.5352293339128,38.172053539510145,611.3508079920847,9.681144774731365e-14,1.7794017712687673
Cadillac,Porsche,51441.4168190128,59279.83870967742,-7838.42189066462,1550.4287427396844,-5.055647947298591,176.22043865863546,0.0006202718147964026,-0.5022804165930435
Cadillac,Ram,51441.4168190128,41320.847750865054,10120.569068147743,672.7882738692921,15.042725120553968,676.9144813713061,8.459899447643693e-14,0.8209509878379505
Cadillac,Scion,51441.4168190128,18375.454545454544,33065.96227355825,749.2424771905089,44.13252489040422,362.00398861128366,0.0,6.906832434537073
Cadillac,Smart,51441.4168190128,13500.0,37941.4168190128,755.032450939701,50.25137233742938,56.35192759078268,0.0,20.599154149406136
Cadillac,Subaru,51441.4168190128,27978.791666666668,23462.62515234613,661.3072907473074,35.47915693751432,635.7214460660866,0.0,1.808268050598471
Cadillac,Tesla,51441.4168190128,50899.11504424779,542.3017747650083,1976.2773680845796,0.27440570009189075,139.01232740212575,1.0,0.0283228351225085
Cadillac,Toyota,51441.4168190128,28624.735468304454,22816.681350708343,649.5804331967075,35.12525960553208,593.3030700567151,8.770761894538737e-15,1.5891601427063808
Cadillac,Volkswagen,51441.4168190128,27287.3133393017,24154.103479711095,674.8348954743274,35.79261185468733,685.9820754932599,0.0,1.8670405356458173
Cadillac,Volvo,51441.4168190128,44907.79661016949,6533.620208843306,775.619465878419,8.423744498784243,838.0866638783315,0.0,0.6079509041272942
Chevrolet,Chrysler,34875.39828353465,35208.75488069414,-333.3565971594944,343.5913033476251,-0.9702125575111665,1256.8260054280722,0.9999999998481394,-0.04837486572484306
Chevrolet,Dodge,34875.39828353465,32108.071500503524,2767.3267830311233,305.32524439554044,9.06353743697042,3187.9028671863557,2.627786876985283e-12,0.32984713579453134
Chevrolet,Fiat,34875.39828353465,21668.18181818182,13207.216465352827,545.0361510303873,24.231817358141605,93.2537344780458,2.0539125955565396e-14,3.013151288578075
Chevrolet,Ford,34875.39828353465,33066.46001239926,1808.93827113539,274.0423004701841,6.600945430802947,5772.994638933859,2.953453226428593e-08,0.16537937518882342
Chevrolet,Freightliner,34875.39828353465,0.0,34875.39828353465,,,,,
Chevrolet,GMC,34875.39828353465,43078.840297121635,-8203.442013586988,446.10097028841426,-18.389204597074244,1830.2519430095062,0.0,-0.6490962446101073
Chevrolet,Genesis,34875.39828353465,49126.92307692308,-14251.524793388431,1707.3367094772457,-8.34722566104256,79.66333639610717,1.1349404749338987e-09,-0.9565592994958253
Chevrolet,Honda,34875.39828353465,27710.97840172786,7164.419881806785,252.1131385993451,28.417479238130415,4854.237858542553,3.0668800832245324e-12,0.7111547519493963
Chevrolet,Hyundai,34875.39828353465,24322.95008807986,10552.448195454788,270.9365472021297,38.94804264845906,4837.871956068601,4.350186877388751e-12,1.171541929590322
Chevrolet,Infiniti,34875.39828353465,45525.69031377899,-10650.292030244345,412.24238964023067,-25.835024000173767,1395.1652474827356,0.0,-1.0593839415494424
Chevrolet,Jaguar,34875.39828353465,54111.72839506173,-19236.33011152708,1232.516664262251,-15.60735904779137,171.93725809219623,5.6066262743570405e-14,-1.2571200778242966
Chevrolet,Jeep,34875.39828353465,32334.428873985176,2540.9694095494706,265.8251535935601,9.558799741857943,5360.033449895065,0.0,0.2475486099918043
Chevrolet,Kia,34875.39828353465,24375.759197324416,10499.63908621023,292.3395006546102,35.91590962801575,4424.770495748331,0.0,1.1280347426138229
Chevrolet,Land Rover,34875.39828353465,54504.444444444445,-19629.0461609098,1103.382468183027,-17.78988404014932,292.0664224002667,0.0,-1.1279124283954076
Chevrolet,Lexus,34875.39828353465,42882.28562005277,-8006.887336518121,316.1705470597463,-25.324583238314954,4041.801142436515,0.0,-0.7916433633044719
Chevrolet,Lincoln,34875.39828353465,45021.70731707317,-10146.30903353852,719.0113798326538,-14.111472110358005,348.90425535541226,2.873257187729905e-13,-0.8699493420731722
Chevrolet,Mazda,34875.39828353465,27183.67381489842,7691.724468636228,302.2719109538907,25.446375233355845,3000.8154623631353,1.5834000777203983e-12,0.9676295710792691
Chevrolet,Mercedes-Benz,34875.39828353465,46790.56814159292,-11915.169858058274,482.7893408270155,-24.67985278558067,1767.709531645789,6.072919944699606e-14,-0.855788825200569
